id,reviewerName,hotelId,overallScore,reviewText,cleanlinessScore,comfortScore,serviceScore,foodScore,locationScore
2102,Laurentius D. S. ,1000000000000,8.8,"Not bad. Good price, good staff. There is no refrigerator btw.",8.0,8.8,8.8,8.8,8.8
2192,Daniel P. ,1000000000000,8.8,"Good hotel, nice place, easy to found",10.0,8.8,8.8,8.8,8.8
2243,Nelsy S. ,1000000000000,8.8,"Pretty good for 2 people, not too expensive.",10.0,8.8,8.8,8.8,8.8
2387,Adinda F. ,1000000000000,8.8,"The hotel is close if you want to go anywhere, next to the hotel there is rm. Bua andika, so if you reporters are really easy to find food, the staff is friendly, the room facilities are okay, only the minus in the air conditioner is less cold and you can",8.0,8.8,8.8,8.8,8.8
2394,Michael A. ,1000000000000,8.8,"The hotel is quite simple and standard close to the beach, mall, and culinary places. Clean and comfortable rooms. With affordable prices. Continued increase in service.",8.0,8.8,8.8,8.8,8.8
2426,Ali S. ,1000000000000,8.8,"Clean rooms, nice king size beds.",10.0,8.8,8.8,8.8,8.8
2502,Aulia R. ,1000000000000,8.8,"Comfortable hotel, just that many small cockroaches roam.",8.0,8.8,8.8,8.8,8.8
2833,Satrio A. P. ,1000000000000,8.8,Clean and the service good.,8.0,8.8,8.8,8.8,8.8
2871,Handaru W. ,1000000000000,8.8,"It is strategically located, near everywhere for culinary. Wifi mantapz, fitting for a family holiday. Only in the reservation no map / guide map travel tempat2 ... so it should be hunting alone.",8.0,8.8,8.8,8.8,8.8
2967,Ahmad A. ,1000000000000,8.8,A good hotel at an affordable price. Suitable for backpacker,8.0,8.8,8.8,8.8,8.8
3137,Aditya L. ,1000000000000,8.8,Price and quality are very satisfactory,8.0,8.8,8.8,8.8,8.8
3156,Benyamin S. ,1000000000000,8.8,"The location is nice, is not jammed, close to-mana2. Near the location of the hotel a lot of food vendors. Hygiene pretty, receptionist sufficient response.",8.0,8.8,8.8,8.8,8.8
3163,Brigita A. ,1000000000000,8.8,"I originally only booked for 2 nights, but eventually I extend to 3 nights because of euphoria ok really. The only drawbacks in the breakfast alone, the same menu everyday happens constantly bored. The rooms are comfortable, clean, its staff is friendly a",8.0,8.8,8.8,8.8,8.8
3168,Lukitosari L. ,1000000000000,8.8,"Nice hotel, convenient and strategic location",8.0,8.8,8.8,8.8,8.8
3240,Anwar H. S. ,1000000000000,8.8,"Everything is oke except the dining area, need to be more prepared, should be cleaned schedully and maybe train a special staff for this area",8.0,8.8,8.8,8.8,8.8
3360,Bagus M. I. S. ,1000000000000,8.8,"Nice, clean, neat, comfortable, steady",8.0,8.8,8.8,8.8,8.8
3378,Thomas J. ,1000000000000,8.8,"They are spacious, clean and tidy. Tasty morning meal. I definitely come again. The drawback, many mosquitoes, but we anticipate uda take onepush, live spray.",10.0,8.8,8.8,8.8,8.8
3448,Muhammad D. A. ,1000000000000,8.8,"good place, the staff is really nice.. recommended place!",8.0,8.8,8.8,8.8,8.8
3625,Malvino M. ,1000000000000,8.8,"Ok, delicious, comfortable, only the wifi is not good. The location is also strategic.",8.0,8.8,8.8,8.8,8.8
3994,I N. M. ,1000000000000,8.8,"We had pleasant stay, enjoy breakfast, our kid enjoy swimming.",8.0,8.8,8.8,8.8,8.8
4014,Mohamad A. ,1000000000000,8.8,"comfy and near attractions. but, no make up table+mirror and also the hotel doesn't hear our special request (already request from past when we booked the room)",8.0,8.8,8.8,8.8,8.8
4095,Agus P. ,1000000000000,8.8,the location is very closed to beach,8.0,8.8,8.8,8.8,8.8
4117,Yannes W. P. ,1000000000000,8.8,Good view & Dj perform at sky bar,8.0,8.8,8.8,8.8,8.8
4138,Annisa R. ,1000000000000,8.8,"Strategic hotel, and all of the service was really good ",8.0,8.8,8.8,8.8,8.8
4176,Lisa W. H. ,1000000000000,8.8,"Great place, cheap, near Kuta beach, best view from swimming pool, breakfast I think itâ€™s bad. But overall Kutabex is a good place to stay in Bali for family.",8.0,8.8,8.8,8.8,8.8
4182,Franciscus S. M. ,1000000000000,8.8,Great view from the roof top bar.,10.0,8.8,8.8,8.8,8.8
4189,Yanotama T. L. ,1000000000000,8.8,Old building. Smell of vinegar in the hotel lobby. But great location,8.0,8.8,8.8,8.8,8.8
4239,Lidyawati L. ,1000000000000,8.8,Good location near Kuta beach and shopping mall,8.0,8.8,8.8,8.8,8.8
4282,Erica H. ,1000000000000,8.8,The view is awesome but food is very not recommend at all.,8.0,8.8,8.8,8.8,8.8
4354,Rahadi P. ,1000000000000,8.8,The hospitality is good. Okay.,8.0,8.8,8.8,8.8,8.8
4365,Wahyudi W. ,1000000000000,8.8,"Good hotel, clean and good service",8.0,8.8,8.8,8.8,8.8
4498,Martha Y. D. E. ,1000000000000,8.8,"Strategic location, right in front of the beach, near places to eat and mini markets, just walk to the beachwalk.",8.0,8.8,8.8,8.8,8.8
4520,Ninin M. ,1000000000000,8.8,"The rooms are clean, nice.",10.0,8.8,8.8,8.8,8.8
4579,Syahrain R. ,1000000000000,8.8,"The hotel is suitable clean and comfortable, then close to the beach and restaurants.",10.0,8.8,8.8,8.8,8.8
4625,Herdi S. ,1000000000000,8.8,"This accommodation is strategic, on the beach, breakfast place with sea view, close to the beach walk and walk about 400 meters to the center of the bustle of Legian, the cafÃ© is also okay.",8.0,8.8,8.8,8.8,8.8
4779,Arif J. I. ,1000000000000,8.8,"Strategic location in front of Kuta beach. It&#39;s good to have a doorman or hotel clerk to open the door so you can tell if there&#39;s anything. There are unpleasant events. Indeed we were wrong, still sandy but entered the hotel lobby. But Kryawan reb",8.0,8.8,8.8,8.8,8.8
4804,Rifan A. ,1000000000000,8.8,"Very strategic hotel, located in front of Kuta beach. On the hotel terrace there are cafes and fast food restaurants. No need to be confused to find alternative food if the food menu in the hotel is not appropriate.",8.0,8.8,8.8,8.8,8.8
4822,Etha W. K. ,1000000000000,8.8,"Very close to Kuta beach, the service is friendly, the rooftop is okay, quite satisfied to stay at Kutabex.",8.0,8.8,8.8,8.8,8.8
4968,Retna H. ,1000000000000,8.8,"The location is very good but unfortunately the air conditioner leaked, the toilet didn&#39;t have clothes and towel hangers",8.0,8.8,8.8,8.8,8.8
5018,Sri W. ,1000000000000,8.8,"For a cheap price, everything is okay.",8.0,8.8,8.8,8.8,8.8
5024,Ajat S. ,1000000000000,8.8,"Good, close to Kuta beach and other entertainment attractions are also close, so you need to order a taxi again, walking can also be all sports.",8.0,8.8,8.8,8.8,8.8
5029,Rio I. N. ,1000000000000,8.8,"My room doesn&#39;t have direct access to sunlight, but there is a garden instead even though it&#39;s just plastic. Kuta beach just crossed the road and near everywhere. There is live music every night breakfast on the roof top while watching Kuta beach,",8.0,8.8,8.8,8.8,8.8
5089,Andy B. B. ,1000000000000,8.8,"Position near the beach just crossing, it&#39;s just that I get a room on the LG floor, it is very difficult to get a signal and the hotel wifi is not strong. Overall okay, good service and clean hotel.",8.0,8.8,8.8,8.8,8.8
919,Daniel P. ,1000000000000,9.3,"Enjoy stay in horison jimbaran, need space bigger for breakfast.",10.0,9.3,9.3,9.3,9.3
1138,Mukhlisin M. ,1000000000000,9.3,"Only the position of the room is uncomfortable, so open the door directly to the bed, usually open the toilet door first, the rest is ok.",10.0,9.3,9.3,9.3,9.3
1262,Hery A. ,1000000000000,9.3,"The room is okay, just the breakfast is rather boring",10.0,9.3,9.3,9.3,9.3
1281,Lady I. ,1000000000000,9.3,"The rooms are nice clean comfortable, the service is also good and fast. The food is delicious, just less varied, if you want to make milk cereals, you have to request first and give them a little. At that time, when I asked for the stock to run out, it w",10.0,9.3,9.3,9.3,9.3
1559,Anak A. S. M. U. ,1000000000000,9.3,"Service for customers needs to be improved, do not let guests in order to grab their own plates and spoons",10.0,9.3,9.3,9.3,9.3
1876,Murdhani O. S. ,1000000000000,9.3,Her sleep rooms are too small and can not be extra bed.,8.0,9.3,9.3,9.3,9.3
2378,Rika D. ,1000000000000,9.3,"Very satisfying service, the rooms match the pictures, the staff is friendly, the best â ¤ï¸ ",10.0,9.3,9.3,9.3,9.3
2535,Devis C. ,1000000000000,9.3,"The location is okay, easy to find, when I shake the air conditioner in the room is not cold, and WiFi access is slow and the signal is rather difficult.",10.0,9.3,9.3,9.3,9.3
3175,Pyrena U. ,1000000000000,9.3,"Nyaman..buat very clean his hotel and that price is worth it lah..tapi Dr. traveloka price does not include breakfast, so do not cobain makanannya..untuk location, kl for who would kemana2 walk, far enough kemana2..tapi kl rent a bike or car, the location",10.0,9.3,9.3,9.3,9.3
3661,Syntapuspita D. ,1000000000000,9.3,"Satisfying, just the floor is dirty like not cleaned with the briquettes.",6.0,9.3,9.3,9.3,9.3
3768,Efendy E. ,1000000000000,9.3,Unfortunately the breakfast was a good bang .. far from the quality of 5 star hotels,8.0,9.3,9.3,9.3,9.3
3965,Lany P. ,1000000000000,9.3,"Very good location. Very nice and friendly, helpful staff. The hotel is old and a little bit smelly.",10.0,9.3,9.3,9.3,9.3
5079,Novi S. W. ,1000000000000,9.3,"A nice and strategic hotel, only the water in the toilet to clean after defecating does not work and the shower is dead. The rooms below are a bit horror. But the service is good and the view of the swimming pool on it",10.0,9.3,9.3,9.3,9.3
1890,Antonio H. ,1000000000000,5.2,"I came with 2 families at this hotel with my friend. At the time of check-in, car park very inadequate. I had to park far away from the hotel. Basement parking is not possible, many cars were stuck because of a very steep road to the basement. After I che",8.0,5.2,5.2,5.2,5.2
2005,Andi W. ,1000000000000,5.2,"AirCon very hot, staff canâ€™t help",4.0,5.2,5.2,5.2,5.2
2231,Surya A. ,1000000000000,5.2,I stayed for 3 days and two nights and asked to clean the room on the second day but until the night I arrived at the hotel it wasn't cleaned at all. Very disappointed with the service because I had requested directly to housekeeping but it wasn't cleaned,4.0,5.2,5.2,5.2,5.2
3588,Rias I. R. ,1000000000000,5.2,Hotel building is old and not clean,4.0,5.2,5.2,5.2,5.2
237,Robi T. ,1000000000000,5.7,"My brother left his gold ring and gold necklace at the room, realise it the next day, when I called the reception, they asked me to wait, I waited for 2 days, they didnâ€™t call back, and I checked with them again, and they said there was nothing! Overall",4.0,5.7,5.7,5.7,5.7
455,Eric C. ,1000000000000,5.7,"Waiting for check in too long is almost 1 hour, lobby is hot.",6.0,5.7,5.7,5.7,5.7
463,Frank L. ,1000000000000,5.7,"The towels are not clean, not replaced so I can stay 2 days. Restroom.",4.0,5.7,5.7,5.7,5.7
1273,Martha M. ,1000000000000,5.7,The staff is not friendly and the car park is not given any idea of being steep and the bottom car is stuck.,6.0,5.7,5.7,5.7,5.7
1492,Frans L. A. S. ,1000000000000,5.7,Not in accordance with the picture. Very disappointed,6.0,5.7,5.7,5.7,5.7
1521,Hotmaria N. ,1000000000000,5.7,"for the inn is tolerable, its cleanliness jg ... tp for the food is not tasty blasss",6.0,5.7,5.7,5.7,5.7
2711,Ni K. B. ,1000000000000,5.7,"Do not understand, I can not dental kit .. parked far behind kayak kos2san, noisy comfortable bed yes, room okay",6.0,5.7,5.7,5.7,5.7
3491,Emilia W. ,1000000000000,5.7,"We arrived at the hotel late at night and we needed to take our next flight the very next day. They gave us the room that was noisy and dirty. When complained to the staff, they keeps on saying that they will turn off the machine, but it took them almost ",6.0,5.7,5.7,5.7,5.7
3509,Tjhang J. ,1000000000000,5.7,"It does not look like as the pictures.
Feeling bad",6.0,5.7,5.7,5.7,5.7
3833,Pittaria P. ,1000000000000,5.7,Room leaked. When I came home from outside I was surprised to see the room full of water.,6.0,5.7,5.7,5.7,5.7
4108,Bambang A. ,1000000000000,5.7,"There is no window at all! On picture showd a window but it's a fake window. So your room has no fresh air.
AC unit working well.
Parking lot on basement share with other hotel, messy and full of small motorcycle.
Food on G floor; kutabex bar is not good",6.0,5.7,5.7,5.7,5.7
4134,Shinta T. ,1000000000000,5.7,"Window is very small, no balcony - the bar is very loud ",6.0,5.7,5.7,5.7,5.7
4152,Michael F. ,1000000000000,5.7,"Not one room in hotel has a window!
Restaurant service was poor at best, breakfast buffet very lacking.
Only redeeming factor was top floor pool was nice, but no windows in rooms!",4.0,5.7,5.7,5.7,5.7
4211,Carey L. ,1000000000000,5.7,"Out of hair dryer, international adapter. Room facility quite old.",4.0,5.7,5.7,5.7,5.7
4815,Tuti K. S. ,1000000000000,5.7,"I have less experience. Last week booking a hotel with king bed facilities at check-in was given twin. While the twin prices when booking costs a difference of 200,000, complaints are served very unfriendly. When the guest arrives, always on the phone, th",4.0,5.7,5.7,5.7,5.7
27,Elen E. ,1000000000000,6.2,"Overall. Not bad at all. Comfy room, peaceful place. But the crew, I think they need to be more friendly.",8.0,6.2,6.2,6.2,6.2
141,Ari R. P. ,1000000000000,6.2,Bad wifi !!!! Today&#39;s hotels are slow wifi,8.0,6.2,6.2,6.2,6.2
487,Treas O. S. ,1000000000000,6.2,check-in is super long and the rest is normal.,10.0,6.2,6.2,6.2,6.2
593,Rita I. ,1000000000000,6.2,"The receptionist is less friendly .. The sink is not smooth the flow of water, I finally moved the hotel because my ank fuss continues dsana ..",8.0,6.2,6.2,6.2,6.2
614,Satria J. ,1000000000000,6.2,Just ordinary. Service is good. Facilities must be improved.,6.0,6.2,6.2,6.2,6.2
800,Juan A. W. ,1000000000000,6.2,"Kamar debuan, sandal hotel kotor seperti bekas pakai, banyak tembok tambalan yang tidak di cat.",6.0,6.2,6.2,6.2,6.2
857,Ratih P. A. ,1000000000000,6.2,"The aircon doesn't work and then I moved to other room. After that, when I was asking for breakfast box since I would leave the hotel quite early that morning, the servant didn't allow me to have a cup of coffee in the restaurant anymore because I already",8.0,6.2,6.2,6.2,6.2
898,Haikal A. G. ,1000000000000,6.2,"The breakfast serving is so bad, many people but slow serve.",8.0,6.2,6.2,6.2,6.2
1097,Yacova A. B. ,1000000000000,6.2,"The pillows smell musty, but the hotel location is not far from Jimbaran beach.",6.0,6.2,6.2,6.2,6.2
2229,Aan E. ,1000000000000,6.2,"Have stayed at Euphoria 2 times, the AC has never been cold!",8.0,6.2,6.2,6.2,6.2
2303,Mohamad A. ,1000000000000,6.2,"I don&#39;t know why yesterday, staying here, check-in was really fast when I arrived, when I entered the AC room which was in trouble, then the night a lot of mosquitoes but after being complained all resolved, I really like the facilities in this hotel ",8.0,6.2,6.2,6.2,6.2
2428,Lia S. ,1000000000000,6.2,AC not cold. The room gets hot.,8.0,6.2,6.2,6.2,6.2
2617,Santi F. ,1000000000000,6.2,"Breakfast is incomplete and less delicious, for the overall room is okay and comfortable",8.0,6.2,6.2,6.2,6.2
2883,Amalia T. F. ,1000000000000,6.2,CS mbaknya input bit less friendly,8.0,6.2,6.2,6.2,6.2
3258,Aden K. ,1000000000000,6.2,"It&#39;s worth the price, but why my facial soap was even thrown away by housekeeping.",8.0,6.2,6.2,6.2,6.2
3599,Angga M. A. ,1000000000000,6.2,Front Office staff are not friendly. The way to explain it is also too fast.,8.0,6.2,6.2,6.2,6.2
3731,Rendy S. ,1000000000000,6.2,"The condition of the room was rather dirty, smelled a bit musty, then there was no sound absorbers so it sounded very noisy when my neighbor was very rough opening the door.",6.0,6.2,6.2,6.2,6.2
3772,Siauw V. T. S. ,1000000000000,6.2,"Rooms are quite spacious, taste breakfast is okay, location is pretty okay. lighting room and bathroom less, hard to dry floors, sandy bathroom, very less service.",6.0,6.2,6.2,6.2,6.2
3935,Rifki D. R. ,1000000000000,6.2,"Poor breakfast, egg station very bad.. I waiting to long for my omelette.. slow check in progress",8.0,6.2,6.2,6.2,6.2
3968,Paulus A. ,1000000000000,6.2,"The first room we checked in, we found cockroaches inside the room. Thankfully the hotel honored our request to change room and apparently they moved us to a higher class room. However this emphasizes that the hotels is not too clean. The outside restaura",6.0,6.2,6.2,6.2,6.2
4128,Hendra S. ,1000000000000,6.2,"Beyond expectation, however live music in the restaurant become a mood booster.",8.0,6.2,6.2,6.2,6.2
4642,Sukaesi A. ,1000000000000,6.2,"There are a few things lacking, no hairdryer, hotel slippers, there are small cockroaches on the desk. Also quite enjoyable especially the live music and view from the swimming pool.",6.0,6.2,6.2,6.2,6.2
4989,Dini H. ,1000000000000,6.2,I should explain that hotel rooms are only located in the basement and GB. Because the upper floors are already different hotels. Very uncomfortable.,6.0,6.2,6.2,6.2,6.2
5053,Hendrik S. ,1000000000000,6.2,"There are no facilities, the price is too expensive.",8.0,6.2,6.2,6.2,6.2
5068,Tulus P. C. ,1000000000000,6.2,No view on hotel room.,8.0,6.2,6.2,6.2,6.2
148,N A. F. ,1000000000000,6.7,"The water is salty. and the shower is broken. Hot water not so long out, very strategic location.",6.0,6.7,6.7,6.7,6.7
1901,Irman A. N. ,1000000000000,6.7,"I stayed in a junior suite room. At the time of entering the room, I could not find the TV remote. Hot water boiler does not exist, should be required. Similarly, the sandals room and board. Junior suite room should have all the facilities already availab",8.0,6.7,6.7,6.7,6.7
2622,Ariawan A. ,1000000000000,6.7,"Check-in at 1 pm hot ac complaints he said central air conditioner damage, sleepless nights up to several times change clothes due to the heat of the room, until noon the next day new normal return, experience not wearing",10.0,6.7,6.7,6.7,6.7
2800,Nikita N. ,1000000000000,6.7,"Actually the place comfortable, cuman services for reseptionistnya less enjoyable. I stayed 2 nights there and I save a deposit for additional charge for breakfast. they should do is give us the bill and we sign it so that we know the use of the deposit m",10.0,6.7,6.7,6.7,6.7
3239,Rangga B. ,1000000000000,6.7,"The hotel has a small area in front, quite busy traffic, and narrow road makes it really hard to park.",8.0,6.7,6.7,6.7,6.7
3862,Johan I. ,1000000000000,6.7,"While the high hotel occupancy, hotel personnel coordination needs to be improved .. so I did not have to wait for dinner at 10pm. Increase service.",10.0,6.7,6.7,6.7,6.7
4782,Elisabeth G. A. A. ,1000000000000,6.7,"Two deluxe rooms and one of the air conditioners leaked, right in front of the door so it was very disturbing to guests when going in and out of the door",10.0,6.7,6.7,6.7,6.7
4814,Ika I. ,1000000000000,6.7,"The bathroom was so scary that I could not sleep, and the receptionist was not friendly. When I asked for an hour to wait for the child to get up to sleep, I had to pay another 100 thousand. Even though the previous hotels were only given such policies, t",8.0,6.7,6.7,6.7,6.7
4936,Hendry H. ,1000000000000,6.7,"The room had no window at all, so it was rich in me, the bathroom was rich in jasmine hotels. It&#39;s troublesome to heat the water because the water heater is in the bathroom right away. The bat room cleanliness is lacking. The employees are okay friend",6.0,6.7,6.7,6.7,6.7
5088,Farhan T. ,1000000000000,6.7,"There is no view, the hotel rooms are located below, the balcony has no view",10.0,6.7,6.7,6.7,6.7
2370,Imam W. ,1000000000000,7.2,"The air conditioner is not cold still hot, so sometimes the air conditioner sounds, I stay in room 207 only with AC constraints. for room, WiFi, TV channel okay.",10.0,7.2,7.2,7.2,7.2
2763,Alvin M. ,1000000000000,7.2,Actually comfortable ... cuman conditioned rooms cool swordfish in particular room 319,10.0,7.2,7.2,7.2,7.2
3024,Syafrial S. ,1000000000000,7.2,CSnya less friendly in serving,8.0,7.2,7.2,7.2,7.2
3377,Andreas R. ,1000000000000,7.2,"Nice room cleanliness, cleanliness of the bathroom less, toiletries few broken. And the bathroom smelling fresh.",8.0,7.2,7.2,7.2,7.2
3591,Robi S. ,1000000000000,7.2,"Breakfast is less varied, others are OK.",10.0,7.2,7.2,7.2,7.2
4893,Siti Z. ,1000000000000,7.2,"Good hotel location, nice experience but no smoking room.",10.0,7.2,7.2,7.2,7.2
5063,Zalma M. ,1000000000000,7.2,"Pleasant, good service and friendly employees.",10.0,7.2,7.2,7.2,7.2
928,Wiwik S. W. ,1000000000000,7.7,"Although the rooms is quite small, but we enjoy the hotel facilities with many TV channels. The good thing is that the hotel is very near Jimbaran beach and the beautiful night around that. The things that the hotel noted is just the interior and the exte",4.0,7.7,7.7,7.7,7.7
1810,Irawan I. ,1000000000000,7.7,"Clean, comfortable, the food is ok, the lack of a pool and parking location not hotel, and still land",6.0,7.7,7.7,7.7,7.7
2375,Muhammad L. ,1000000000000,7.7,The rooms are clean and strategically located.,6.0,7.7,7.7,7.7,7.7
89,Rosha N. S. ,1000000000000,8.4,"Comfortable hotel, affordable price ðŸ‘ŒðŸ » quality good!",8.0,8.4,8.4,8.4,8.4
309,Parana A. S. ,1000000000000,8.4,"Nice service with good price. Clean room, clean bathroom, water heater was provided. They also give you a ride to beach and Kayu Aya for free",8.0,8.4,8.4,8.4,8.4
311,Ratih R. ,1000000000000,8.4,"The bed was comfortable, not so quiet tho but acceptable. The gym was great! but no hot water after 11 pm in my room",6.0,8.4,8.4,8.4,8.4
399,Erlinda C. ,1000000000000,8.4,Service respons was slow especially door-card problem. The service room asked me so many questions and the other service was room service,8.0,8.4,8.4,8.4,8.4
774,Lucila R. ,1000000000000,8.4,"Overall ok, just the cleanliness of the bathroom less dilakukam maximal. Towels are very limited and very strict supervision. On the second day of our stay, we bring a large towel and one small towel, and masing2 bottle of shampoo and body gel to Waterboo",6.0,8.4,8.4,8.4,8.4
777,Winaryo W. ,1000000000000,8.4,Satisfactory but rather offing crowd,8.0,8.4,8.4,8.4,8.4
822,Yudhistira S. T. ,1000000000000,8.4,The food need some varian. But the other was great.,8.0,8.4,8.4,8.4,8.4
849,Jona G. H. ,1000000000000,8.4,Everything else are good except they didnâ€™t provide in room dining nor canâ€™t order food from the restaurant.,8.0,8.4,8.4,8.4,8.4
1309,Adam H. ,1000000000000,8.4,Standard food. Cleanliness lacking. Parking is difficult. Location okay. Only I was given a suite room. Thank you Horisan and Traveloka.,6.0,8.4,8.4,8.4,8.4
1369,Fenny P. ,1000000000000,8.4,"Staff is friendly, good food, just parking less extensive so have to walk when can parkir outside hotel area. Keeps the AC not cold at all, taste the sauna in the room. Ask to move rooms just not given.",8.0,8.4,8.4,8.4,8.4
1412,Hotman F. S. ,1000000000000,8.4,"The rooms are comfortable size this room located in jimbaran area, close to good beaches, Clean early in the morning in front of the hotel there is selling yellow rice there is fast food also if you want to eat cheap parkirannya if you use a very narrow c",8.0,8.4,8.4,8.4,8.4
1479,Ade M. T. A. ,1000000000000,8.4,Quite good and quite satisfying friendly service,8.0,8.4,8.4,8.4,8.4
1878,Bima A. ,1000000000000,8.4,Overall nice and clean .. only minor fittings such as slippers and laundry bags are not available dikamar (must be requested to room service) as well as the limited parking space (basement parking does not seem to be used),8.0,8.4,8.4,8.4,8.4
1882,Lorry Y. ,1000000000000,8.4,Everywhere good ....,8.0,8.4,8.4,8.4,8.4
1892,Chriswanti C. ,1000000000000,8.4,"Clean rooms, breakfast lacking variety, the swimming pool is only for small children to play water, parking susaaaah bangetttt",8.0,8.4,8.4,8.4,8.4
2071,Rifaldi Y. S. ,1000000000000,8.4,The room is good but AC is not cold so I felt sleep like summer day.,8.0,8.4,8.4,8.4,8.4
2695,Aris K. ,1000000000000,8.4,"Clean rooms, friendly service, strategic location close to kuta center, only the breakfast menu is less varied &amp; tastes less so good, need to be improved again",8.0,8.4,8.4,8.4,8.4
3173,Lia N. ,1000000000000,8.4,"Less room soundproof, so the noise outside is audible inside.",8.0,8.4,8.4,8.4,8.4
3505,Jong T. T. ,1000000000000,8.4,"breakfast less than good, there is no variation...",8.0,8.4,8.4,8.4,8.4
3725,Dessy C. ,1000000000000,8.4,"Well the room is really big, but it seems old. I need to refresh again the room. It&#39;s actually good, because the room I got was a pool view. I don&#39;t think the bathroom is clean either. For breakfast, in my opinion it&#39;s not so good when it come",8.0,8.4,8.4,8.4,8.4
3792,Timotius Y. G. ,1000000000000,8.4,the food is less varied not sebanfinh with 4 stars,8.0,8.4,8.4,8.4,8.4
4224,Fon L. ,1000000000000,8.4,Good hospitality rooftop pools is nice. overall ok,8.0,8.4,8.4,8.4,8.4
4314,Geniaal S. E. ,1000000000000,8.4,"nice, recommend for honeymoon couple",8.0,8.4,8.4,8.4,8.4
717,Muhammad I. G. ,1000000000000,8.9,Good for everything but also the position of a less varied diet.,10.0,8.9,8.9,8.9,8.9
9,Jens H. ,1000000000000,9.4,"Very nice hotel with a very pleasant atmosphere. The staff is friendly and helpful and the pool has direct access to the sea. The beach is stony. The attached diving school is professional. If needed, scooters can be arranged by the hotel. The rooms are s",10.0,9.4,9.4,9.4,9.4
74,Aldino G. ,1000000000000,9.4,"The rooms are spacious, the maids are friendly, the check-in is fast. The location is close to the beach, the rooms are clean, the food is good.",10.0,9.4,9.4,9.4,9.4
113,Susi Y. ,1000000000000,9.4,"Full reservation, then they gave me free upgrade room. Thank you ðŸ˜Š Perfect location and nice environment ðŸ‘ ",8.0,9.4,9.4,9.4,9.4
198,Icha C. ,1000000000000,9.4,"The staff is friendly and humble, the atmosphere is pleasant maybe a bit of input for his breakfast may be given a choice of local menu, for all his already good",10.0,9.4,9.4,9.4,9.4
233,Rebekka N. S. ,1000000000000,9.4,"harris hotel seminyak was awesome. the room is not big but more than enough for solo travelers. The hotel is near the beach, near every place that we need..especially near irish bar.",10.0,9.4,9.4,9.4,9.4
281,Rinaldo H. ,1000000000000,9.4,"Good service, nice staffs, good location",8.0,9.4,9.4,9.4,9.4
290,Marsyvia E. ,1000000000000,9.4,"1st stay at this hotel... and it leave a warm heart to us.. the room is clean, the food is delicious. My son enjoy so much stay at this hotel. And don't forget the pizza resto is too good to miss... we'll surely be back again",10.0,9.4,9.4,9.4,9.4
408,Eddy S. I. ,1000000000000,9.4,Friendly hotel for family travelling with children. Staff very friendly,10.0,9.4,9.4,9.4,9.4
574,Agus R. ,1000000000000,9.4,Aircon a bit noisy but all id friendly.,10.0,9.4,9.4,9.4,9.4
591,Samuel R. ,1000000000000,9.4,The atmosphere is cozy. Friendly service.,10.0,9.4,9.4,9.4,9.4
764,Indra B. ,1000000000000,9.4,The layout of the hotel&#39;s location close to the beach quite enjoyable Seminyak,10.0,9.4,9.4,9.4,9.4
791,Muhammad Y. A. ,1000000000000,9.4,"Comfortable and clean with Seminyak location close to entertainment venues (Coup, etc.). As well as the hotel employees were friendly.",10.0,9.4,9.4,9.4,9.4
904,Suwarti S. ,1000000000000,9.4,"The room is good, clean and comfort",10.0,9.4,9.4,9.4,9.4
920,Checilia D. W. S. ,1000000000000,9.4,"Clean, comfortable, nice room, everything good",10.0,9.4,9.4,9.4,9.4
933,Aullia F. A. ,1000000000000,9.4,"Been here for 2 nights. I thought they had a big swimming pool. But it doesn't really matter. The Wifi signal was good, but sometimes I've got the problem with the connection. It can be fixed by turn off the wifi on your phone, then turn it on again. I'll",10.0,9.4,9.4,9.4,9.4
965,Megahwaty E. ,1000000000000,9.4,"The room was clean and nice, it has an electric kettle and a hair dryer, everything is comfortable.",10.0,9.4,9.4,9.4,9.4
1103,Amanda A. ,1000000000000,9.4,"Strategic location, clean rooms, modern and minimalist, friendly prices, friendly staff, WiFi works well, anyway the best!",10.0,9.4,9.4,9.4,9.4
1147,Vebyningtyas D. ,1000000000000,9.4,"The service was very satisfying, I asked for extra pillows and hairdryers to be delivered directly to the room. Very close to Jimbaran beach.",10.0,9.4,9.4,9.4,9.4
1363,Winda W. ,1000000000000,9.4,Good service. The room is very clean.,10.0,9.4,9.4,9.4,9.4
1395,Andriyanto A. ,1000000000000,9.4,"Strategic location and very comfortable, clean hotel",10.0,9.4,9.4,9.4,9.4
1416,Syukrika R. S. ,1000000000000,9.4,"Comfortable place to stay, friendly service, I can upgrade to junior suite because the rooms are again full order, happy deh. the parking is small, pool is also small so can not pool. which is unfortunate is the food menu is less varied, it feels good, ju",10.0,9.4,9.4,9.4,9.4
1419,Andri A. ,1000000000000,9.4,the rooms are quite comfortable and clean .. car parking lot which somewhat less,10.0,9.4,9.4,9.4,9.4
1568,Fuguh S. U. ,1000000000000,9.4,Very nice and satisfying ....,10.0,9.4,9.4,9.4,9.4
1731,Patmawati W. ,1000000000000,9.4,"The rooms are clean and comfortable, breakfast somewhat less variation",10.0,9.4,9.4,9.4,9.4
1879,Ryan F. F. ,1000000000000,9.4,"Good breakfast, clean rooms, friendly service. The location is far enough away from Jimbaran beach, but no problem if you bring a personal vehicle.",10.0,9.4,9.4,9.4,9.4
